week_label,year,month,week,product_id,product_name,category,brand,stock_received_week,sold_qty_week,damaged_week,cum_stock,cum_sold,cum_damaged,current_inventory
2023-05 2주차,2023,5,2,677169,Cough Syrup,Pharmacy,Char-Divan,4.0,0.0,4.0,53.0,0.0,36.0,53.0
2023-05 3주차,2023,5,3,677169,Cough Syrup,Pharmacy,Char-Divan,9.0,0.0,4.0,62.0,0.0,40.0,62.0
2023-05 4주차,2023,5,4,677169,Cough Syrup,Pharmacy,Char-Divan,7.0,0.0,0.0,69.0,0.0,40.0,69.0
2023-05 5주차,2023,5,5,677169,Cough Syrup,Pharmacy,Char-Divan,0.0,0.0,0.0,69.0,0.0,40.0,69.0
2023-06 1주차,2023,6,1,677169,Cough Syrup,Pharmacy,Char-Divan,7.0,1.0,4.0,76.0,1.0,44.0,75.0
2023-06 2주차,2023,6,2,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,0.0,79.0,1.0,44.0,78.0
2023-06 3주차,2023,6,3,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,4.0,82.0,1.0,48.0,81.0
2023-06 4주차,2023,6,4,677169,Cough Syrup,Pharmacy,Char-Divan,6.0,0.0,6.0,88.0,1.0,54.0,87.0
2023-06 5주차,2023,6,5,677169,Cough Syrup,Pharmacy,Char-Divan,0.0,0.0,0.0,88.0,1.0,54.0,87.0
2023-07 1주차,2023,7,1,677169,Cough Syrup,Pharmacy,Char-Divan,9.0,0.0,4.0,97.0,1.0,58.0,96.0
2023-07 2주차,2023,7,2,677169,Cough Syrup,Pharmacy,Char-Divan,6.0,0.0,2.0,103.0,1.0,60.0,102.0
2023-07 3주차,2023,7,3,677169,Cough Syrup,Pharmacy,Char-Divan,14.0,1.0,4.0,117.0,2.0,64.0,115.0
2023-07 4주차,2023,7,4,677169,Cough Syrup,Pharmacy,Char-Divan,6.0,0.0,4.0,123.0,2.0,68.0,121.0
2023-07 5주차,2023,7,5,677169,Cough Syrup,Pharmacy,Char-Divan,7.0,0.0,0.0,130.0,2.0,68.0,128.0
2023-08 1주차,2023,8,1,677169,Cough Syrup,Pharmacy,Char-Divan,13.0,0.0,4.0,143.0,2.0,72.0,141.0
2023-08 2주차,2023,8,2,677169,Cough Syrup,Pharmacy,Char-Divan,17.0,0.0,2.0,160.0,2.0,74.0,158.0
2023-08 3주차,2023,8,3,677169,Cough Syrup,Pharmacy,Char-Divan,9.0,0.0,2.0,169.0,2.0,76.0,167.0
2023-08 4주차,2023,8,4,677169,Cough Syrup,Pharmacy,Char-Divan,7.0,1.0,2.0,176.0,3.0,78.0,173.0
2023-08 5주차,2023,8,5,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,0.0,179.0,3.0,78.0,176.0
2023-09 1주차,2023,9,1,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,3.0,4.0,182.0,6.0,82.0,176.0
2023-09 2주차,2023,9,2,677169,Cough Syrup,Pharmacy,Char-Divan,10.0,2.0,0.0,192.0,8.0,82.0,184.0
2023-09 3주차,2023,9,3,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,2.0,195.0,8.0,84.0,187.0
2023-09 4주차,2023,9,4,677169,Cough Syrup,Pharmacy,Char-Divan,4.0,1.0,2.0,199.0,9.0,86.0,190.0
2023-09 5주차,2023,9,5,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,0.0,202.0,9.0,86.0,193.0
2023-10 1주차,2023,10,1,677169,Cough Syrup,Pharmacy,Char-Divan,11.0,3.0,6.0,213.0,12.0,92.0,201.0
2023-10 2주차,2023,10,2,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,8.0,216.0,12.0,100.0,204.0
2023-10 3주차,2023,10,3,677169,Cough Syrup,Pharmacy,Char-Divan,4.0,0.0,6.0,220.0,12.0,106.0,208.0
2023-10 4주차,2023,10,4,677169,Cough Syrup,Pharmacy,Char-Divan,1.0,1.0,6.0,221.0,13.0,112.0,208.0
2023-10 5주차,2023,10,5,677169,Cough Syrup,Pharmacy,Char-Divan,1.0,3.0,0.0,222.0,16.0,112.0,206.0
2023-11 1주차,2023,11,1,677169,Cough Syrup,Pharmacy,Char-Divan,17.0,3.0,2.0,239.0,19.0,114.0,220.0
2023-11 2주차,2023,11,2,677169,Cough Syrup,Pharmacy,Char-Divan,7.0,0.0,8.0,246.0,19.0,122.0,227.0
2023-11 3주차,2023,11,3,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,2.0,249.0,19.0,124.0,230.0
2023-11 4주차,2023,11,4,677169,Cough Syrup,Pharmacy,Char-Divan,4.0,0.0,4.0,253.0,19.0,128.0,234.0
2023-11 5주차,2023,11,5,677169,Cough Syrup,Pharmacy,Char-Divan,0.0,1.0,2.0,253.0,20.0,130.0,233.0
2023-12 1주차,2023,12,1,677169,Cough Syrup,Pharmacy,Char-Divan,0.0,1.0,2.0,253.0,21.0,132.0,232.0
2023-12 2주차,2023,12,2,677169,Cough Syrup,Pharmacy,Char-Divan,4.0,0.0,0.0,257.0,21.0,132.0,236.0
2023-12 3주차,2023,12,3,677169,Cough Syrup,Pharmacy,Char-Divan,13.0,0.0,4.0,270.0,21.0,136.0,249.0
2023-12 4주차,2023,12,4,677169,Cough Syrup,Pharmacy,Char-Divan,12.0,0.0,2.0,282.0,21.0,138.0,261.0
2023-12 5주차,2023,12,5,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,4.0,285.0,21.0,142.0,264.0
2024-01 1주차,2024,1,1,677169,Cough Syrup,Pharmacy,Char-Divan,12.0,0.0,4.0,297.0,21.0,146.0,276.0
2024-01 2주차,2024,1,2,677169,Cough Syrup,Pharmacy,Char-Divan,6.0,0.0,2.0,303.0,21.0,148.0,282.0
2024-01 3주차,2024,1,3,677169,Cough Syrup,Pharmacy,Char-Divan,6.0,0.0,0.0,309.0,21.0,148.0,288.0
2024-01 4주차,2024,1,4,677169,Cough Syrup,Pharmacy,Char-Divan,12.0,0.0,8.0,321.0,21.0,156.0,300.0
2024-01 5주차,2024,1,5,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,2.0,324.0,21.0,158.0,303.0
2024-02 1주차,2024,2,1,677169,Cough Syrup,Pharmacy,Char-Divan,13.0,0.0,2.0,337.0,21.0,160.0,316.0
2024-02 2주차,2024,2,2,677169,Cough Syrup,Pharmacy,Char-Divan,8.0,0.0,2.0,345.0,21.0,162.0,324.0
2024-02 3주차,2024,2,3,677169,Cough Syrup,Pharmacy,Char-Divan,11.0,2.0,4.0,356.0,23.0,166.0,333.0
2024-02 4주차,2024,2,4,677169,Cough Syrup,Pharmacy,Char-Divan,4.0,0.0,6.0,360.0,23.0,172.0,337.0
2024-02 5주차,2024,2,5,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,0.0,363.0,23.0,172.0,340.0
2024-03 1주차,2024,3,1,677169,Cough Syrup,Pharmacy,Char-Divan,14.0,0.0,6.0,377.0,23.0,178.0,354.0
2024-03 2주차,2024,3,2,677169,Cough Syrup,Pharmacy,Char-Divan,13.0,0.0,4.0,390.0,23.0,182.0,367.0
2024-03 3주차,2024,3,3,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,2.0,393.0,23.0,184.0,370.0
2024-03 4주차,2024,3,4,677169,Cough Syrup,Pharmacy,Char-Divan,14.0,3.0,0.0,407.0,26.0,184.0,381.0
2024-03 5주차,2024,3,5,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,2.0,410.0,26.0,186.0,384.0
2024-04 1주차,2024,4,1,677169,Cough Syrup,Pharmacy,Char-Divan,6.0,0.0,4.0,416.0,26.0,190.0,390.0
2024-04 2주차,2024,4,2,677169,Cough Syrup,Pharmacy,Char-Divan,9.0,3.0,6.0,425.0,29.0,196.0,396.0
2024-04 3주차,2024,4,3,677169,Cough Syrup,Pharmacy,Char-Divan,13.0,0.0,4.0,438.0,29.0,200.0,409.0
2024-04 4주차,2024,4,4,677169,Cough Syrup,Pharmacy,Char-Divan,15.0,2.0,6.0,453.0,31.0,206.0,422.0
2024-04 5주차,2024,4,5,677169,Cough Syrup,Pharmacy,Char-Divan,4.0,0.0,0.0,457.0,31.0,206.0,426.0
2024-05 1주차,2024,5,1,677169,Cough Syrup,Pharmacy,Char-Divan,9.0,0.0,2.0,466.0,31.0,208.0,435.0
2024-05 2주차,2024,5,2,677169,Cough Syrup,Pharmacy,Char-Divan,9.0,0.0,2.0,475.0,31.0,210.0,444.0
2024-05 3주차,2024,5,3,677169,Cough Syrup,Pharmacy,Char-Divan,11.0,0.0,4.0,486.0,31.0,214.0,455.0
2024-05 4주차,2024,5,4,677169,Cough Syrup,Pharmacy,Char-Divan,10.0,0.0,6.0,496.0,31.0,220.0,465.0
2024-05 5주차,2024,5,5,677169,Cough Syrup,Pharmacy,Char-Divan,6.0,0.0,6.0,502.0,31.0,226.0,471.0
2024-06 1주차,2024,6,1,677169,Cough Syrup,Pharmacy,Char-Divan,12.0,0.0,4.0,514.0,31.0,230.0,483.0
2024-06 2주차,2024,6,2,677169,Cough Syrup,Pharmacy,Char-Divan,21.0,2.0,2.0,535.0,33.0,232.0,502.0
2024-06 3주차,2024,6,3,677169,Cough Syrup,Pharmacy,Char-Divan,10.0,0.0,2.0,545.0,33.0,234.0,512.0
2024-06 4주차,2024,6,4,677169,Cough Syrup,Pharmacy,Char-Divan,7.0,0.0,4.0,552.0,33.0,238.0,519.0
2024-06 5주차,2024,6,5,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,2.0,555.0,33.0,240.0,522.0
2024-07 1주차,2024,7,1,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,2.0,558.0,33.0,242.0,525.0
2024-07 2주차,2024,7,2,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,1.0,2.0,561.0,34.0,244.0,527.0
2024-07 3주차,2024,7,3,677169,Cough Syrup,Pharmacy,Char-Divan,10.0,0.0,4.0,571.0,34.0,248.0,537.0
2024-07 4주차,2024,7,4,677169,Cough Syrup,Pharmacy,Char-Divan,13.0,0.0,4.0,584.0,34.0,252.0,550.0
2024-07 5주차,2024,7,5,677169,Cough Syrup,Pharmacy,Char-Divan,0.0,0.0,0.0,584.0,34.0,252.0,550.0
2024-08 1주차,2024,8,1,677169,Cough Syrup,Pharmacy,Char-Divan,16.0,0.0,6.0,600.0,34.0,258.0,566.0
2024-08 2주차,2024,8,2,677169,Cough Syrup,Pharmacy,Char-Divan,8.0,0.0,4.0,608.0,34.0,262.0,574.0
2024-08 3주차,2024,8,3,677169,Cough Syrup,Pharmacy,Char-Divan,6.0,1.0,0.0,614.0,35.0,262.0,579.0
2024-08 4주차,2024,8,4,677169,Cough Syrup,Pharmacy,Char-Divan,14.0,0.0,2.0,628.0,35.0,264.0,593.0
2024-08 5주차,2024,8,5,677169,Cough Syrup,Pharmacy,Char-Divan,0.0,0.0,0.0,628.0,35.0,264.0,593.0
2024-09 1주차,2024,9,1,677169,Cough Syrup,Pharmacy,Char-Divan,10.0,1.0,2.0,638.0,36.0,266.0,602.0
2024-09 2주차,2024,9,2,677169,Cough Syrup,Pharmacy,Char-Divan,12.0,0.0,0.0,650.0,36.0,266.0,614.0
2024-09 3주차,2024,9,3,677169,Cough Syrup,Pharmacy,Char-Divan,12.0,2.0,2.0,662.0,38.0,268.0,624.0
2024-09 4주차,2024,9,4,677169,Cough Syrup,Pharmacy,Char-Divan,9.0,0.0,4.0,671.0,38.0,272.0,633.0
2024-09 5주차,2024,9,5,677169,Cough Syrup,Pharmacy,Char-Divan,3.0,0.0,0.0,674.0,38.0,272.0,636.0
2024-10 1주차,2024,10,1,677169,Cough Syrup,Pharmacy,Char-Divan,6.0,0.0,2.0,680.0,38.0,274.0,642.0
2024-10 2주차,2024,10,2,677169,Cough Syrup,Pharmacy,Char-Divan,17.0,0.0,0.0,697.0,38.0,274.0,659.0
2024-10 3주차,2024,10,3,677169,Cough Syrup,Pharmacy,Char-Divan,9.0,0.0,2.0,706.0,38.0,276.0,668.0
2024-10 4주차,2024,10,4,677169,Cough Syrup,Pharmacy,Char-Divan,13.0,0.0,2.0,719.0,38.0,278.0,681.0
2024-10 5주차,2024,10,5,677169,Cough Syrup,Pharmacy,Char-Divan,7.0,0.0,0.0,726.0,38.0,278.0,688.0
2024-11 1주차,2024,11,1,677169,Cough Syrup,Pharmacy,Char-Divan,7.0,0.0,0.0,733.0,38.0,278.0,695.0
2023-03 3주차,2023,3,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,11.0,0.0,2.0,11.0,0.0,2.0,11.0
2023-03 4주차,2023,3,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,10.0,17.0,0.0,12.0,17.0
2023-03 5주차,2023,3,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,7.0,0.0,2.0,24.0,0.0,14.0,24.0
2023-04 1주차,2023,4,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,4.0,30.0,0.0,18.0,30.0
2023-04 2주차,2023,4,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,6.0,39.0,0.0,24.0,39.0
2023-04 3주차,2023,4,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,10.0,0.0,0.0,49.0,0.0,24.0,49.0
2023-04 4주차,2023,4,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,2.0,58.0,0.0,26.0,58.0
2023-04 5주차,2023,4,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,0.0,0.0,0.0,58.0,0.0,26.0,58.0
2023-05 1주차,2023,5,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,2.0,67.0,0.0,28.0,67.0
2023-05 2주차,2023,5,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,14.0,0.0,0.0,81.0,0.0,28.0,81.0
2023-05 3주차,2023,5,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,6.0,90.0,0.0,34.0,90.0
2023-05 4주차,2023,5,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,7.0,0.0,4.0,97.0,0.0,38.0,97.0
2023-05 5주차,2023,5,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,0.0,106.0,0.0,38.0,106.0
2023-06 1주차,2023,6,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,15.0,0.0,0.0,121.0,0.0,38.0,121.0
2023-06 2주차,2023,6,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,0.0,6.0,133.0,0.0,44.0,133.0
2023-06 3주차,2023,6,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,11.0,0.0,4.0,144.0,0.0,48.0,144.0
2023-06 4주차,2023,6,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,8.0,0.0,0.0,152.0,0.0,48.0,152.0
2023-06 5주차,2023,6,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,1.0,0.0,2.0,153.0,0.0,50.0,153.0
2023-07 1주차,2023,7,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,5.0,1.0,0.0,158.0,1.0,50.0,157.0
2023-07 2주차,2023,7,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,4.0,164.0,1.0,54.0,163.0
2023-07 3주차,2023,7,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,13.0,0.0,4.0,177.0,1.0,58.0,176.0
2023-07 4주차,2023,7,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,11.0,3.0,2.0,188.0,4.0,60.0,184.0
2023-07 5주차,2023,7,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,0.0,194.0,4.0,60.0,190.0
2023-08 1주차,2023,8,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,0.0,2.0,206.0,4.0,62.0,202.0
2023-08 2주차,2023,8,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,18.0,0.0,2.0,224.0,4.0,64.0,220.0
2023-08 3주차,2023,8,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,0.0,4.0,236.0,4.0,68.0,232.0
2023-08 4주차,2023,8,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,11.0,0.0,4.0,247.0,4.0,72.0,243.0
2023-08 5주차,2023,8,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,0.0,253.0,4.0,72.0,249.0
2023-09 1주차,2023,9,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,4.0,262.0,4.0,76.0,258.0
2023-09 2주차,2023,9,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,16.0,0.0,4.0,278.0,4.0,80.0,274.0
2023-09 3주차,2023,9,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,4.0,0.0,6.0,282.0,4.0,86.0,278.0
2023-09 4주차,2023,9,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,10.0,0.0,2.0,292.0,4.0,88.0,288.0
2023-09 5주차,2023,9,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,1.0,0.0,2.0,293.0,4.0,90.0,289.0
2023-10 1주차,2023,10,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,11.0,2.0,0.0,304.0,6.0,90.0,298.0
2023-10 2주차,2023,10,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,11.0,2.0,6.0,315.0,8.0,96.0,307.0
2023-10 3주차,2023,10,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,11.0,0.0,0.0,326.0,8.0,96.0,318.0
2023-10 4주차,2023,10,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,0.0,2.0,338.0,8.0,98.0,330.0
2023-10 5주차,2023,10,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,7.0,0.0,2.0,345.0,8.0,100.0,337.0
2023-11 1주차,2023,11,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,5.0,0.0,0.0,350.0,8.0,100.0,342.0
2023-11 2주차,2023,11,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,8.0,0.0,0.0,358.0,8.0,100.0,350.0
2023-11 3주차,2023,11,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,14.0,0.0,8.0,372.0,8.0,108.0,364.0
2023-11 4주차,2023,11,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,8.0,0.0,4.0,380.0,8.0,112.0,372.0
2023-11 5주차,2023,11,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,4.0,0.0,4.0,384.0,8.0,116.0,376.0
2023-12 1주차,2023,12,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,10.0,0.0,2.0,394.0,8.0,118.0,386.0
2023-12 2주차,2023,12,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,7.0,1.0,2.0,401.0,9.0,120.0,392.0
2023-12 3주차,2023,12,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,2.0,410.0,9.0,122.0,401.0
2023-12 4주차,2023,12,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,7.0,0.0,2.0,417.0,9.0,124.0,408.0
2023-12 5주차,2023,12,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,5.0,0.0,2.0,422.0,9.0,126.0,413.0
2024-01 1주차,2024,1,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,8.0,428.0,9.0,134.0,419.0
2024-01 2주차,2024,1,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,2.0,437.0,9.0,136.0,428.0
2024-01 3주차,2024,1,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,4.0,443.0,9.0,140.0,434.0
2024-01 4주차,2024,1,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,1.0,6.0,455.0,10.0,146.0,445.0
2024-01 5주차,2024,1,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,0.0,0.0,2.0,455.0,10.0,148.0,445.0
2024-02 1주차,2024,2,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,1.0,2.0,467.0,11.0,150.0,456.0
2024-02 2주차,2024,2,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,2.0,470.0,11.0,152.0,459.0
2024-02 3주차,2024,2,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,2.0,476.0,11.0,154.0,465.0
2024-02 4주차,2024,2,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,4.0,479.0,11.0,158.0,468.0
2024-02 5주차,2024,2,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,0.0,0.0,0.0,479.0,11.0,158.0,468.0
2024-03 1주차,2024,3,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,4.0,482.0,11.0,162.0,471.0
2024-03 2주차,2024,3,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,0.0,2.0,494.0,11.0,164.0,483.0
2024-03 3주차,2024,3,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,0.0,2.0,506.0,11.0,166.0,495.0
2024-03 4주차,2024,3,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,2.0,4.0,512.0,13.0,170.0,499.0
2024-03 5주차,2024,3,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,0.0,515.0,13.0,170.0,502.0
2024-04 1주차,2024,4,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,2.0,521.0,13.0,172.0,508.0
2024-04 2주차,2024,4,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,6.0,527.0,13.0,178.0,514.0
2024-04 3주차,2024,4,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,0.0,530.0,13.0,178.0,517.0
2024-04 4주차,2024,4,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,15.0,0.0,4.0,545.0,13.0,182.0,532.0
2024-04 5주차,2024,4,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,2.0,548.0,13.0,184.0,535.0
2024-05 1주차,2024,5,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,0.0,4.0,560.0,13.0,188.0,547.0
2024-05 2주차,2024,5,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,0.0,2.0,572.0,13.0,190.0,559.0
2024-05 3주차,2024,5,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,4.0,581.0,13.0,194.0,568.0
2024-05 4주차,2024,5,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,3.0,4.0,590.0,16.0,198.0,574.0
2024-05 5주차,2024,5,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,2.0,593.0,16.0,200.0,577.0
2024-06 1주차,2024,6,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,2.0,596.0,16.0,202.0,580.0
2024-06 2주차,2024,6,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,6.0,605.0,16.0,208.0,589.0
2024-06 3주차,2024,6,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,15.0,0.0,6.0,620.0,16.0,214.0,604.0
2024-06 4주차,2024,6,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,4.0,626.0,16.0,218.0,610.0
2024-06 5주차,2024,6,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,0.0,629.0,16.0,218.0,613.0
2024-07 1주차,2024,7,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,4.0,635.0,16.0,222.0,619.0
2024-07 2주차,2024,7,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,6.0,6.0,641.0,22.0,228.0,619.0
2024-07 3주차,2024,7,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,0.0,647.0,22.0,228.0,625.0
2024-07 4주차,2024,7,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,2.0,650.0,22.0,230.0,628.0
2024-07 5주차,2024,7,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,0.0,0.0,0.0,650.0,22.0,230.0,628.0
2024-08 1주차,2024,8,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,2.0,656.0,22.0,232.0,634.0
2024-08 2주차,2024,8,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,3.0,4.0,665.0,25.0,236.0,640.0
2024-08 3주차,2024,8,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,2.0,671.0,25.0,238.0,646.0
2024-08 4주차,2024,8,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,3.0,8.0,677.0,28.0,246.0,649.0
2024-08 5주차,2024,8,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,0.0,683.0,28.0,246.0,655.0
2024-09 1주차,2024,9,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,10.0,686.0,28.0,256.0,658.0
2024-09 2주차,2024,9,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,12.0,0.0,0.0,698.0,28.0,256.0,670.0
2024-09 3주차,2024,9,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,3.0,4.0,704.0,31.0,260.0,673.0
2024-09 4주차,2024,9,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,4.0,707.0,31.0,264.0,676.0
2024-09 5주차,2024,9,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,0.0,1.0,2.0,707.0,32.0,266.0,675.0
2024-10 1주차,2024,10,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,6.0,713.0,32.0,272.0,681.0
2024-10 2주차,2024,10,2,677542,Toilet Cleaner,Household Care,Thaman-Lanka,9.0,0.0,6.0,722.0,32.0,278.0,690.0
2024-10 3주차,2024,10,3,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,10.0,728.0,32.0,288.0,696.0
2024-10 4주차,2024,10,4,677542,Toilet Cleaner,Household Care,Thaman-Lanka,6.0,0.0,6.0,734.0,32.0,294.0,702.0
2024-10 5주차,2024,10,5,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3.0,0.0,0.0,737.0,32.0,294.0,705.0
2024-11 1주차,2024,11,1,677542,Toilet Cleaner,Household Care,Thaman-Lanka,0.0,0.0,4.0,737.0,32.0,298.0,705.0
2023-03 3주차,2023,3,3,679284,Cough Syrup,Pharmacy,Pant LLC,10.0,1.0,6.0,10.0,1.0,6.0,9.0
2023-03 4주차,2023,3,4,679284,Cough Syrup,Pharmacy,Pant LLC,3.0,0.0,2.0,13.0,1.0,8.0,12.0
2023-03 5주차,2023,3,5,679284,Cough Syrup,Pharmacy,Pant LLC,3.0,0.0,2.0,16.0,1.0,10.0,15.0
2023-04 1주차,2023,4,1,679284,Cough Syrup,Pharmacy,Pant LLC,14.0,0.0,4.0,30.0,1.0,14.0,29.0
2023-04 2주차,2023,4,2,679284,Cough Syrup,Pharmacy,Pant LLC,5.0,0.0,2.0,35.0,1.0,16.0,34.0
2023-04 3주차,2023,4,3,679284,Cough Syrup,Pharmacy,Pant LLC,7.0,0.0,2.0,42.0,1.0,18.0,41.0
2023-04 4주차,2023,4,4,679284,Cough Syrup,Pharmacy,Pant LLC,8.0,0.0,0.0,50.0,1.0,18.0,49.0
2023-04 5주차,2023,4,5,679284,Cough Syrup,Pharmacy,Pant LLC,4.0,0.0,0.0,54.0,1.0,18.0,53.0
