product_id,date,stock_received,damaged_stock,period_key,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level
425341,2023-12-01,1,0,2023-12,Pet Treats,Pet Care,"Mani, Dhar and Muni",486.28,748.12,35.0,365,21,68
274207,2023-12-01,2,0,2023-12,Cough Syrup,Pharmacy,"Savant, Batta and Mander",328.51,410.64,20.0,365,25,51
890623,2023-12-01,2,0,2023-12,Onions,Fruits & Vegetables,"Sangha, Nagar and Varty",354.52,472.69,25.0,3,27,55
952124,2023-12-01,2,0,2023-12,Onions,Fruits & Vegetables,"Wali, Sood and Bala",127.08,169.44,25.0,3,15,50
818522,2023-12-01,2,0,2023-12,Cheese,Dairy & Breakfast,Hora-Roy,96.09,120.11,20.0,7,12,90
914071,2023-12-01,3,0,2023-12,Chips,Snacks & Munchies,Datta Ltd,296.94,456.83,35.0,90,25,90
481843,2023-12-01,2,0,2023-12,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",297.68,457.97,35.0,90,10,88
18035,2023-12-01,2,0,2023-12,Dish Soap,Household Care,Ramesh Inc,968.94,1291.92,25.0,365,12,87
9436,2023-12-01,1,0,2023-12,Toothpaste,Personal Care,Naidu PLC,88.43,136.05,35.0,365,19,76
647462,2023-12-01,2,0,2023-12,Lotion,Personal Care,"Balan, Samra and Sekhon",326.42,502.18,35.0,365,22,64
433521,2023-12-01,1,0,2023-12,Diapers,Baby Care,Mahal Group,321.33,459.04,30.0,365,27,58
757274,2023-12-01,2,0,2023-12,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,27,95
799952,2023-12-01,2,0,2023-12,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66
690565,2023-12-01,1,0,2023-12,Cookies,Snacks & Munchies,"Roy, Seth and Patla",951.27,1463.49,35.0,90,15,56
378230,2023-12-01,3,0,2023-12,Nuts,Snacks & Munchies,Kala-Vig,166.42,256.03,35.0,90,13,76
491521,2023-12-01,2,0,2023-12,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35.0,90,28,98
679321,2023-12-01,2,0,2023-12,Cola,Cold Drinks & Juices,Khurana-Dewan,738.46,1054.94,30.0,180,20,68
33955,2023-12-01,1,0,2023-12,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84
287070,2023-12-01,1,0,2023-12,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93
589812,2023-12-01,1,0,2023-12,Detergent,Household Care,Bir PLC,163.03,217.37,25.0,365,22,52
473647,2023-12-01,2,0,2023-12,Toothpaste,Personal Care,Ben-Ravi,43.05,66.23,35.0,365,18,82
970529,2023-12-01,1,0,2023-12,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365,19,84
927651,2023-12-01,3,0,2023-12,Baby Wipes,Baby Care,Narula Group,426.72,609.6,30.0,365,15,60
673058,2023-12-01,3,0,2023-12,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365,30,94
462526,2023-12-01,1,0,2023-12,Curd,Dairy & Breakfast,Pau and Sons,449.97,562.46,20.0,7,25,69
337168,2023-12-01,3,0,2023-12,Eggs,Dairy & Breakfast,Dasgupta PLC,545.49,681.86,20.0,7,25,98
687218,2023-12-01,3,0,2023-12,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180,22,58
378287,2023-12-01,3,0,2023-12,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.84,475.49,30.0,180,22,51
491314,2023-12-01,1,0,2023-12,Ice Cream,Instant & Frozen Food,Banerjee Inc,973.44,1622.4,40.0,180,11,71
901144,2023-12-01,3,0,2023-12,Sugar,Grocery & Staples,Deo-Kamdar,340.36,400.42,15.0,365,12,71
133542,2023-12-01,1,0,2023-12,Detergent,Household Care,Edwin-Lall,68.49,91.32,25.0,365,21,72
771228,2023-12-01,2,0,2023-12,Pet Treats,Pet Care,Raja and Sons,83.18,127.97,35.0,365,25,73
114414,2023-12-01,1,0,2023-12,Vitamins,Pharmacy,Kara-Golla,832.06,1040.07,20.0,365,26,66
70969,2023-12-01,3,0,2023-12,Carrots,Fruits & Vegetables,Mohan Group,631.7,842.27,25.0,3,25,96
107548,2023-12-01,3,0,2023-12,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",891.6,1273.71,30.0,180,27,53
118820,2023-12-01,2,0,2023-12,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",12.32,17.6,30.0,180,12,61
561860,2023-12-01,3,0,2023-12,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90
962054,2023-12-01,3,0,2023-12,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74
954722,2023-12-01,2,0,2023-12,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58
272170,2023-12-01,1,0,2023-12,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92
739448,2023-12-01,2,0,2023-12,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25.0,365,24,79
365133,2023-12-01,3,0,2023-12,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25.0,365,25,60
615545,2023-12-01,3,0,2023-12,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67
564692,2023-12-01,3,0,2023-12,Cat Food,Pet Care,"Krishna, Bail and Dyal",215.65,331.77,35.0,365,25,82
992178,2023-12-01,1,0,2023-12,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365,16,89
473929,2023-12-01,1,0,2023-12,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19,586.92,25.0,3,19,70
376447,2023-12-01,2,0,2023-12,Butter,Dairy & Breakfast,Gara and Sons,724.84,906.05,20.0,7,17,64
67197,2023-12-01,3,0,2023-12,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79
880510,2023-12-01,3,0,2023-12,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54
361361,2023-12-01,2,0,2023-12,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",826.21,1271.09,35.0,90,20,64
762527,2023-12-01,2,0,2023-12,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",690.08,1061.66,35.0,90,23,71
712307,2023-12-01,2,0,2023-12,Orange Juice,Cold Drinks & Juices,Chana LLC,264.89,378.41,30.0,180,16,73
532965,2023-12-01,2,0,2023-12,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180,20,94
187399,2023-12-01,2,0,2023-12,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,53.49,89.15,40.0,180,14,73
876139,2023-12-01,1,0,2023-12,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83
704868,2023-12-01,3,0,2023-12,Detergent,Household Care,"Parikh, Oak and Kara",193.46,257.95,25.0,365,24,58
137909,2023-12-01,3,0,2023-12,Cough Syrup,Pharmacy,Dalal PLC,864.3,1080.37,20.0,365,23,65
298985,2023-12-01,3,0,2023-12,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",183.76,229.7,20.0,365,11,61
240179,2023-12-01,1,0,2023-12,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56
222892,2023-12-01,2,0,2023-12,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,869.22,1158.96,25.0,3,28,88
991434,2023-12-01,3,0,2023-12,Cookies,Snacks & Munchies,Mital-Oza,237.62,365.57,35.0,90,12,87
890232,2023-12-01,3,0,2023-12,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91
764014,2023-12-01,1,0,2023-12,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",612.04,720.05,15.0,365,30,100
490602,2023-12-01,3,0,2023-12,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71
807452,2023-12-01,3,0,2023-12,Pulses,Grocery & Staples,Naik Ltd,144.19,169.64,15.0,365,27,61
455755,2023-12-01,2,0,2023-12,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53
799688,2023-12-01,2,0,2023-12,Lotion,Personal Care,Arora LLC,309.62,476.34,35.0,365,22,90
219598,2023-12-01,2,0,2023-12,Shampoo,Personal Care,Arora-Magar,367.08,564.74,35.0,365,28,83
853932,2023-12-01,3,0,2023-12,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94
440875,2023-12-01,3,0,2023-12,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365,15,80
642612,2023-12-01,3,0,2023-12,Pet Treats,Pet Care,Pillay-Ahuja,517.03,795.43,35.0,365,16,57
451812,2023-12-01,2,0,2023-12,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,29,63
237083,2023-12-01,2,0,2023-12,Cough Syrup,Pharmacy,Hayer-Banerjee,577.13,721.41,20.0,365,24,86
14145,2023-12-01,3,0,2023-12,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",630.84,841.12,25.0,3,14,53
555121,2023-12-01,2,0,2023-12,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",354.91,473.21,25.0,3,30,67
257719,2023-12-01,3,0,2023-12,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20.0,7,17,93
470449,2023-12-01,2,0,2023-12,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,40.0,180,27,57
760684,2023-12-01,2,0,2023-12,Rice,Grocery & Staples,Kanda-Gupta,71.6,84.24,15.0,365,14,64
644847,2023-12-01,2,0,2023-12,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.81,732.72,15.0,365,24,52
435929,2023-12-01,3,0,2023-12,Toilet Cleaner,Household Care,Memon Ltd,856.89,1142.52,25.0,365,13,71
897083,2023-12-01,3,0,2023-12,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365,10,100
63769,2023-12-01,3,0,2023-12,Lotion,Personal Care,Dalal-Shan,878.07,1350.88,35.0,365,27,69
6405,2023-12-01,1,0,2023-12,Baby Food,Baby Care,Kashyap-Reddy,236.51,337.87,30.0,365,11,81
951463,2023-12-01,3,0,2023-12,Pet Treats,Pet Care,Balakrishnan-Kaur,787.4,1211.38,35.0,365,16,82
913428,2023-12-01,3,0,2023-12,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98
516376,2023-12-01,2,0,2023-12,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,21,71
871592,2023-12-01,2,0,2023-12,Carrots,Fruits & Vegetables,"Shankar, Nadkarni and Kumer",870.29,1160.39,25.0,3,25,50
398340,2023-12-01,3,0,2023-12,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",651.93,1086.55,40.0,180,11,56
767398,2023-12-01,2,0,2023-12,Dish Soap,Household Care,"Arya, Sundaram and Pingle",22.14,29.52,25.0,365,15,57
367391,2023-12-01,3,0,2023-12,Baby Wipes,Baby Care,Talwar and Sons,939.55,1342.21,30.0,365,18,52
784673,2023-12-01,2,0,2023-12,Dog Food,Pet Care,Ramanathan Group,491.39,755.98,35.0,365,21,84
33797,2023-12-01,2,0,2023-12,Pain Reliever,Pharmacy,Gaba LLC,888.12,1110.15,20.0,365,12,51
39154,2023-12-01,2,0,2023-12,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",946.86,1262.48,25.0,3,21,84
891833,2023-12-01,2,0,2023-12,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69
659290,2023-12-01,2,0,2023-12,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20.0,7,18,66
949818,2023-12-01,3,0,2023-12,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35.0,90,21,76
313754,2023-12-01,3,0,2023-12,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,25,67
990993,2023-12-01,3,0,2023-12,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,405.69,35.0,90,22,61
513199,2023-12-01,3,0,2023-12,Cola,Cold Drinks & Juices,Rastogi Inc,422.23,603.19,30.0,180,26,52
365132,2023-12-01,3,0,2023-12,Instant Noodles,Instant & Frozen Food,Dar-Kumar,229.38,382.3,40.0,180,19,70
461804,2023-12-01,3,0,2023-12,Sugar,Grocery & Staples,"Ghose, Ben and Divan",310.69,365.52,15.0,365,15,97
820541,2023-12-01,3,0,2023-12,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",576.22,768.29,25.0,365,19,71
256051,2023-12-01,2,0,2023-12,Lotion,Personal Care,"Mannan, Naidu and Sama",400.92,616.8,35.0,365,17,100
784827,2023-12-01,3,0,2023-12,Baby Wipes,Baby Care,Balakrishnan Ltd,274.25,391.79,30.0,365,26,77
51036,2023-12-01,1,0,2023-12,Baby Food,Baby Care,Karnik PLC,931.61,1330.87,30.0,365,12,86
953175,2023-12-01,3,0,2023-12,Baby Food,Baby Care,Sehgal-Nagarajan,225.21,321.73,30.0,365,11,73
34186,2023-12-01,3,0,2023-12,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74
349294,2023-12-01,2,0,2023-12,Onions,Fruits & Vegetables,Ganesan Ltd,934.75,1246.33,25.0,3,25,70
382511,2023-12-01,3,0,2023-12,Butter,Dairy & Breakfast,Bora-Thakkar,702.54,878.17,20.0,7,26,88
15314,2023-12-01,2,0,2023-12,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,30,91
833557,2023-12-01,1,0,2023-12,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.87,528.59,20.0,7,27,69
563740,2023-12-01,3,0,2023-12,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61
567671,2023-12-01,2,0,2023-12,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90
171602,2023-12-01,2,0,2023-12,Cola,Cold Drinks & Juices,Pal-Sehgal,883.44,1262.06,30.0,180,28,58
300159,2023-12-01,3,0,2023-12,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,30.0,180,20,93
945635,2023-12-01,3,0,2023-12,Pulses,Grocery & Staples,Balasubramanian PLC,778.9,916.35,15.0,365,16,59
131136,2023-12-01,1,0,2023-12,Salt,Grocery & Staples,Deshpande-Rama,37.8,44.47,15.0,365,29,95
492958,2023-12-01,3,0,2023-12,Lotion,Personal Care,Acharya PLC,84.2,129.54,35.0,365,26,88
60619,2023-12-01,3,0,2023-12,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30.0,180,10,97
689769,2023-12-01,1,0,2023-12,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,46.62,77.7,40.0,180,17,51
552496,2023-12-01,3,0,2023-12,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59
52729,2023-12-01,1,0,2023-12,Cat Food,Pet Care,Saini LLC,316.02,486.18,35.0,365,25,100
799459,2023-12-01,3,0,2023-12,Vitamins,Pharmacy,"Garg, Kari and Kapur",852.02,1065.02,20.0,365,29,66
284460,2023-12-01,1,0,2023-12,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",505.95,674.6,25.0,3,21,85
329351,2023-12-01,3,0,2023-12,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",310.87,388.59,20.0,7,23,95
839170,2023-12-01,1,0,2023-12,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,59
487065,2023-12-01,2,0,2023-12,Chips,Snacks & Munchies,Kadakia-Yadav,374.68,576.43,35.0,90,27,87
587420,2023-12-01,1,0,2023-12,Cookies,Snacks & Munchies,Raj and Sons,357.42,549.88,35.0,90,22,50
681063,2023-12-01,3,0,2023-12,Mango Drink,Cold Drinks & Juices,Dass and Sons,321.28,458.97,30.0,180,20,91
993331,2023-12-01,3,0,2023-12,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86
94225,2023-12-01,2,0,2023-12,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365,13,70
366066,2023-12-01,1,0,2023-12,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365,16,52
131748,2023-12-01,3,0,2023-12,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365,30,53
264803,2023-12-01,1,0,2023-12,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69
883013,2023-12-01,3,0,2023-12,Eggs,Dairy & Breakfast,Chahal Group,989.88,1237.35,20.0,7,13,98
658389,2023-12-01,2,0,2023-12,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",152.55,234.69,35.0,90,22,68
712003,2023-12-01,3,0,2023-12,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",671.68,959.54,30.0,180,30,54
969851,2023-12-01,1,0,2023-12,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",340.66,567.77,40.0,180,27,64
336847,2023-12-01,2,0,2023-12,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,1249.31,25.0,365,17,55
760828,2023-12-01,3,0,2023-12,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35.0,365,23,93
153019,2023-12-01,2,0,2023-12,Onions,Fruits & Vegetables,Aurora LLC,947.95,1263.93,25.0,3,13,88
965755,2023-12-01,1,0,2023-12,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",532.57,710.09,25.0,3,21,91
217710,2023-12-01,1,0,2023-12,Eggs,Dairy & Breakfast,Rout-Sarna,58.59,73.24,20.0,7,19,53
500739,2023-12-01,1,0,2023-12,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20.0,7,18,81
734789,2023-12-01,1,0,2023-12,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,22,66
961614,2023-12-01,1,0,2023-12,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35.0,90,26,99
228286,2023-12-01,3,0,2023-12,Cola,Cold Drinks & Juices,Bhattacharyya PLC,179.08,255.83,30.0,180,26,79
652118,2023-12-01,3,0,2023-12,Frozen Biryani,Instant & Frozen Food,Agate and Sons,22.04,36.73,40.0,180,19,55
903336,2023-12-01,3,0,2023-12,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",551.88,649.27,15.0,365,14,60
894539,2023-12-01,3,0,2023-12,Dish Soap,Household Care,"Pall, Sule and Sood",445.48,593.97,25.0,365,14,93
739534,2023-12-01,3,0,2023-12,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",994.56,1326.08,25.0,365,14,59
34200,2023-12-01,1,0,2023-12,Lotion,Personal Care,Munshi-Grewal,319.8,492.0,35.0,365,19,75
679284,2023-12-01,3,0,2023-12,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95
669378,2023-12-01,2,0,2023-12,Potatoes,Fruits & Vegetables,Chadha and Sons,212.14,282.85,25.0,3,23,70
812607,2023-12-01,2,0,2023-12,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,11,63
818990,2023-12-01,2,0,2023-12,Tomatoes,Fruits & Vegetables,Dugar Group,163.55,218.07,25.0,3,22,92
397973,2023-12-01,1,0,2023-12,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",728.73,971.64,25.0,3,27,82
136533,2023-12-01,1,0,2023-12,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",826.21,1032.76,20.0,7,15,75
500633,2023-12-01,1,0,2023-12,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87
183929,2023-12-01,1,0,2023-12,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",738.74,923.42,20.0,7,20,73
319388,2023-12-01,1,0,2023-12,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,657.8,939.71,30.0,180,26,56
378676,2023-12-01,2,0,2023-12,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30.0,180,19,65
621677,2023-12-01,3,0,2023-12,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.8,529.67,40.0,180,15,71
697683,2023-12-01,3,0,2023-12,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365,14,82
700048,2023-12-01,2,0,2023-12,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365,25,98
112390,2023-12-01,2,0,2023-12,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85
57405,2023-12-01,3,0,2023-12,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30.0,365,21,64
557908,2023-12-01,2,0,2023-12,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53
566052,2023-12-01,2,0,2023-12,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,20.0,365,14,53
11422,2023-12-01,1,0,2023-12,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,127.16,169.55,25.0,3,20,65
654297,2023-12-01,1,0,2023-12,Potatoes,Fruits & Vegetables,Chandran-Dass,13.25,17.67,25.0,3,20,86
552883,2023-12-01,1,0,2023-12,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",888.16,1184.21,25.0,3,18,94
962591,2023-12-01,3,0,2023-12,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,130.01,185.73,30.0,180,24,74
606256,2023-12-01,3,0,2023-12,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180,16,57
679865,2023-12-01,2,0,2023-12,Wheat Flour,Grocery & Staples,Memon-Barad,347.91,409.31,15.0,365,14,85
451933,2023-12-01,2,0,2023-12,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15.0,365,28,98
36412,2023-12-01,1,0,2023-12,Dish Soap,Household Care,Muni-Shankar,397.68,530.24,25.0,365,27,92
91670,2023-12-01,2,0,2023-12,Dish Soap,Household Care,Barman-Ahluwalia,439.24,585.65,25.0,365,27,88
859361,2023-12-01,2,0,2023-12,Shampoo,Personal Care,Mitter Group,432.39,665.22,35.0,365,25,77
600767,2023-12-01,2,0,2023-12,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365,22,68
661577,2023-12-01,3,0,2023-12,Cat Food,Pet Care,Majumdar PLC,720.95,1109.15,35.0,365,28,95
373536,2023-12-01,2,0,2023-12,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35.0,365,14,64
706112,2023-12-01,2,0,2023-12,Vitamins,Pharmacy,"Magar, Gara and Garg",478.79,598.49,20.0,365,12,77
587645,2023-12-01,2,0,2023-12,Vitamins,Pharmacy,"Sura, Pillay and Mammen",801.81,1002.26,20.0,365,18,90
56589,2023-12-01,1,0,2023-12,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365,16,85
848226,2023-12-01,2,0,2023-12,Tomatoes,Fruits & Vegetables,Barad and Sons,209.59,279.45,25.0,3,10,51
478531,2023-12-01,1,0,2023-12,Carrots,Fruits & Vegetables,Uppal Group,825.46,1100.61,25.0,3,24,90
146840,2023-12-01,3,0,2023-12,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",786.85,983.56,20.0,7,19,89
952168,2023-12-01,1,0,2023-12,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79
53833,2023-12-01,1,0,2023-12,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,26,89
120532,2023-12-01,1,0,2023-12,Wheat Flour,Grocery & Staples,Nazareth Ltd,697.53,820.62,15.0,365,29,95
937542,2023-12-01,1,0,2023-12,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15.0,365,28,93
327290,2023-12-01,1,0,2023-12,Sugar,Grocery & Staples,Nadkarni Inc,862.28,1014.45,15.0,365,22,65
677542,2023-12-01,3,0,2023-12,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52
124290,2023-12-01,1,0,2023-12,Lotion,Personal Care,Sachdev Group,39.65,61.0,35.0,365,23,71
140489,2023-12-01,2,0,2023-12,Soap,Personal Care,"Biswas, Kapoor and Patel",650.2,1000.31,35.0,365,28,95
243235,2023-12-01,2,0,2023-12,Cat Food,Pet Care,Batta Inc,109.03,167.74,35.0,365,14,71
256783,2023-12-01,3,0,2023-12,Pet Treats,Pet Care,"Basu, Thakur and Rege",906.54,1394.68,35.0,365,16,98
525531,2023-12-01,1,0,2023-12,Dog Food,Pet Care,Sandal PLC,831.1,1278.62,35.0,365,28,65
726958,2023-12-01,3,0,2023-12,Cat Food,Pet Care,Doctor-Patla,887.48,1365.35,35.0,365,18,79
837480,2023-12-01,2,0,2023-12,Cough Syrup,Pharmacy,Edwin and Sons,217.4,271.75,20.0,365,22,82
444361,2023-12-01,1,0,2023-12,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,71
89084,2023-12-01,1,0,2023-12,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",598.83,748.54,20.0,7,27,74
592784,2023-12-01,1,0,2023-12,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",280.35,431.31,35.0,90,27,64
578097,2023-12-01,3,0,2023-12,Nuts,Snacks & Munchies,Jha Group,267.61,411.71,35.0,90,22,75
328457,2023-12-01,1,0,2023-12,Mango Drink,Cold Drinks & Juices,Hayre-Shere,858.57,1226.53,30.0,180,12,76
131937,2023-12-01,3,0,2023-12,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68
306177,2023-12-01,1,0,2023-12,Frozen Biryani,Instant & Frozen Food,Som Inc,769.24,1282.07,40.0,180,11,54
721521,2023-12-01,3,0,2023-12,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",417.39,491.05,15.0,365,20,72
747801,2023-12-01,1,0,2023-12,Toilet Cleaner,Household Care,Saha-Vora,277.76,370.35,25.0,365,23,71
820973,2023-12-01,1,0,2023-12,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,56
942001,2023-12-01,3,0,2023-12,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35.0,365,20,84
613942,2023-12-01,1,0,2023-12,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.46,35.0,365,28,72
847349,2023-12-01,3,0,2023-12,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,781.08,1041.44,25.0,3,26,69
888807,2023-12-01,3,0,2023-12,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91
41853,2023-12-01,3,0,2023-12,Curd,Dairy & Breakfast,Handa PLC,910.44,1138.05,20.0,7,14,92
798639,2023-12-01,1,0,2023-12,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,7,12,78
654623,2023-12-01,1,0,2023-12,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90,18,76
540618,2023-12-01,3,0,2023-12,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87
305754,2023-12-01,1,0,2023-12,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,979.99,1633.32,40.0,180,22,81
